"nom","chrome","trauma_team","kills","relations_fixers","relation_nomades","relation_corpos","source","narratif","hacks_illegaux","score"
"Viktor Vektor","10","3","19","1","1","0","auto","","1","17.4"
"Rogue Amendiares","1","0","44","0","1","3","auto","","3","89.0"
"Kerry Eurodyne","2","1","27","4","1","0","auto","","10","64.9"
"Jackie Welles","7","1","30","0","0","1","auto","","6","61.7"
"Goro Takemura","7","3","30","3","4","1","auto","","0","100.0"
"Rogue Amendiares","4","3","3","0","0","5","auto","","5","100.0"
"Skippy","6","3","31","4","5","4","auto","","9","100.0"
"Jackie Welles","0","3","25","4","4","5","auto","","7","100.0"
"Delamain","10","3","14","4","0","3","auto","","0","100.0"
"Lizzy Wizzy","5","0","17","3","3","0","auto","","10","31.9"
"Hanako Arasaka","9","2","28","0","1","2","auto","","6","67.9"
"Dum Dum","3","3","22","1","4","1","auto","","7","99.7"
"Lizzy Wizzy","10","2","38","3","1","2","auto","","10","66.6"
"Dum Dum","6","3","43","5","2","3","auto","","10","100.0"
"River Ward","9","1","18","5","3","1","auto","","1","62.9"
"River Ward","3","1","38","0","3","3","auto","","7","100.0"
"Jackie Welles","3","1","35","0","2","2","auto","","0","100.0"
"T-Bug","10","1","11","0","0","2","auto","","8","15.6"
"Saburo Arasaka","1","1","7","1","3","2","auto","","8","72.0"
"Adam Smasher","5","0","49","2","1","5","auto","","8","100.0"
"Evelyn Parker","9","0","45","3","3","0","auto","","0","0.0"
"Panam Palmer","9","0","35","4","0","1","auto","","0","44.3"
"Kerry Eurodyne","1","1","23","5","2","5","auto","","2","100.0"
"Yorinobu Arasaka","8","3","46","1","5","2","auto","","1","100.0"
"Adam Smasher","2","0","12","3","0","1","auto","","7","60.8"
"Hanako Arasaka","5","2","32","0","2","2","auto","","2","100.0"
"Skippy","6","2","40","1","1","4","auto","","10","100.0"
"Saburo Arasaka","3","1","27","3","3","4","auto","","6","100.0"
"Viktor Vektor","5","0","28","0","5","4","auto","","2","100.0"
"Judy Alvarez","1","2","20","1","3","0","auto","","6","41.8"
"Placide","0","1","36","5","5","5","auto","","0","100.0"
"Evelyn Parker","4","3","25","5","4","2","auto","","10","100.0"
"Dum Dum","5","2","0","4","4","1","auto","","4","100.0"
"Skippy","6","3","41","4","4","4","auto","","3","100.0"
"Kerry Eurodyne","7","2","50","3","1","2","auto","","10","100.0"
"Judy Alvarez","0","2","24","4","4","2","auto","","2","100.0"
"Rogue Amendiares","1","2","33","5","1","0","auto","","5","100.0"
"V","8","2","15","5","3","4","auto","","4","100.0"
"Panam Palmer","0","2","16","4","2","0","auto","","10","66.3"
"Johnny Silverhand","10","0","28","4","5","0","auto","","4","0.0"
"Yorinobu Arasaka","5","1","47","4","5","5","auto","","9","100.0"
"Viktor Vektor","8","1","22","2","5","5","auto","","4","100.0"
"Lizzy Wizzy","10","1","45","4","5","1","auto","","6","7.4"
"Panam Palmer","5","1","49","3","0","1","auto","","5","100.0"
"Skippy","6","3","5","0","3","1","auto","","1","100.0"
"Hanako Arasaka","3","3","4","5","4","3","auto","","5","100.0"
"Lizzy Wizzy","8","3","16","3","5","3","auto","","9","100.0"
"Yorinobu Arasaka","7","3","10","4","1","3","auto","","2","100.0"
"Skippy","7","1","45","4","0","5","auto","","8","100.0"
"Rogue Amendiares","7","3","2","4","2","0","auto","","2","100.0"
"Delamain","6","0","7","4","2","0","auto","","5","78.1"
"Evelyn Parker","2","0","23","2","2","2","auto","","4","77.7"
"Hanako Arasaka","0","1","9","3","0","2","auto","","9","100.0"
"Jackie Welles","3","1","47","0","0","4","auto","","7","100.0"
"T-Bug","1","0","26","4","2","4","auto","","7","100.0"
"Yorinobu Arasaka","5","3","30","1","1","4","auto","","9","100.0"
"Kerry Eurodyne","7","3","42","1","5","2","auto","","7","100.0"
"Judy Alvarez","9","3","24","3","2","4","auto","","3","100.0"
"Johnny Silverhand","10","3","47","5","0","1","auto","","4","96.2"
"Skippy","0","2","35","0","5","4","auto","","10","100.0"
"Judy Alvarez","3","0","36","1","3","4","auto","","8","100.0"
"V","1","1","1","1","1","5","auto","","4","100.0"
"Lizzy Wizzy","7","0","34","2","3","4","auto","","9","100.0"
"Johnny Silverhand","7","0","21","1","3","0","auto","","6","5.7"
"Evelyn Parker","5","3","16","0","0","4","auto","","1","100.0"
"River Ward","4","1","11","0","1","2","auto","","4","100.0"
"Saburo Arasaka","10","1","3","2","1","0","auto","","9","0.0"
"Skippy","0","2","24","2","1","3","auto","","1","100.0"
"Adam Smasher","4","3","7","1","1","4","auto","","0","100.0"
"Lizzy Wizzy","3","3","32","3","0","2","auto","","8","100.0"
"Johnny Silverhand","5","3","35","0","3","0","auto","","6","92.0"
"Saburo Arasaka","10","1","1","4","4","5","auto","","4","100.0"
"Panam Palmer","3","1","19","3","3","0","auto","","9","42.2"
"Kerry Eurodyne","8","1","50","2","4","1","auto","","2","59.8"
"Alt Cunningham","8","3","35","0","0","3","auto","","7","100.0"
"Delamain","4","1","0","3","2","4","auto","","0","100.0"
"Dex DeShawn","10","3","22","1","4","4","auto","","10","100.0"
"Jackie Welles","0","1","47","4","0","2","auto","","8","100.0"
"Judy Alvarez","6","0","8","2","3","1","auto","","8","64.8"
"Delamain","8","2","43","5","2","5","auto","","5","100.0"
"Yorinobu Arasaka","4","1","42","2","1","3","auto","","5","100.0"
"Delamain","5","0","44","5","0","4","auto","","2","100.0"
"Hanako Arasaka","0","0","43","3","4","5","auto","","2","100.0"
"Skippy","7","3","34","5","5","0","auto","","1","100.0"
"Claire Russell","0","3","43","2","3","4","auto","","1","100.0"
"T-Bug","6","1","49","0","3","2","auto","","0","100.0"
"Rogue Amendiares","7","0","14","2","5","5","auto","","0","100.0"
"T-Bug","3","0","39","2","5","1","auto","","10","39.0"
"Alt Cunningham","7","2","2","3","5","5","auto","","4","100.0"
"Delamain","3","0","12","3","0","2","auto","","10","89.7"
"Lizzy Wizzy","8","3","10","1","5","5","auto","","8","100.0"
"Lizzy Wizzy","10","1","4","1","5","0","auto","","9","0.0"
"Goro Takemura","4","1","33","1","5","0","auto","","4","37.6"
"Skippy","10","2","43","3","0","3","auto","","8","100.0"
"Kerry Eurodyne","10","0","20","3","2","0","auto","","6","0.0"
"Viktor Vektor","8","3","31","4","0","5","auto","","5","100.0"
"Alt Cunningham","0","2","26","3","2","0","auto","","8","58.6"
"Placide","3","2","5","0","5","1","auto","","9","61.4"
"Skippy","6","0","15","1","2","2","auto","","3","99.9"
"Judy Alvarez","10","0","1","3","0","4","auto","","7","82.7"
"Kerry Eurodyne","5","2","15","3","1","2","auto","","1","100.0"
"Johnny Silverhand","5","1","4","4","3","0","auto","","9","65.5"
"Kerry Eurodyne","7","0","5","0","3","2","auto","","0","58.0"
"Skippy","1","1","3","0","2","4","auto","","7","100.0"
"Kerry Eurodyne","6","0","6","0","4","0","auto","","10","7.5"
"Jackie Welles","6","3","6","3","1","4","auto","","9","100.0"
"Viktor Vektor","9","0","29","3","3","4","auto","","6","85.7"
"Delamain","1","2","41","0","3","4","auto","","10","100.0"
"Adam Smasher","9","1","6","0","4","5","auto","","1","100.0"
"Judy Alvarez","9","1","36","5","4","2","auto","","2","85.2"
"T-Bug","6","3","46","3","1","1","auto","","9","100.0"
"Goro Takemura","0","0","8","4","3","4","auto","","4","100.0"
"Kerry Eurodyne","5","2","37","1","1","3","auto","","8","100.0"
"Jackie Welles","9","2","18","0","4","4","auto","","5","100.0"
"Viktor Vektor","10","1","3","4","4","0","auto","","3","0.0"
"Saburo Arasaka","5","1","12","1","0","2","auto","","10","100.0"
"Rogue Amendiares","10","3","44","4","5","2","auto","","7","87.6"
"Lizzy Wizzy","9","2","39","3","2","1","auto","","4","63.2"
"Panam Palmer","7","0","31","0","5","1","auto","","3","27.6"
"Skippy","3","3","39","1","3","5","auto","","3","100.0"
"Adam Smasher","6","1","25","0","2","0","auto","","2","55.2"
"Judy Alvarez","5","0","35","1","2","3","auto","","1","100.0"
"Rogue Amendiares","10","2","2","1","1","2","auto","","0","54.2"
"River Ward","3","2","46","2","4","1","auto","","2","100.0"
"River Ward","3","0","11","0","0","5","auto","","4","100.0"
"Goro Takemura","6","0","21","2","3","1","auto","","3","81.9"
"T-Bug","5","1","33","3","5","0","auto","","9","56.3"
"Panam Palmer","2","1","50","1","4","3","auto","","3","100.0"
"Skippy","5","2","38","5","1","0","auto","","6","100.0"
"Delamain","9","1","34","1","2","1","auto","","4","27.9"
"Johnny Silverhand","10","2","8","4","3","1","auto","","8","37.2"
"Dum Dum","1","3","50","4","0","1","auto","","10","100.0"
"Evelyn Parker","6","2","31","3","1","2","auto","","8","100.0"
"Skippy","5","3","45","3","2","4","auto","","7","100.0"
"Placide","10","0","13","1","3","1","auto","","3","0.0"
"Placide","3","2","27","4","1","2","auto","","6","100.0"
"Dex DeShawn","8","0","8","2","3","4","auto","","1","100.0"
"T-Bug","3","0","29","4","2","3","auto","","8","100.0"
"Yorinobu Arasaka","7","3","26","3","2","2","auto","","5","100.0"
"Placide","0","1","28","2","5","0","auto","","3","20.0"
"T-Bug","1","2","32","4","5","0","auto","","8","65.2"
"Dex DeShawn","3","0","7","2","0","4","auto","","1","100.0"
"Rogue Amendiares","5","1","43","2","2","5","auto","","5","100.0"
"Viktor Vektor","4","1","45","1","5","5","auto","","9","100.0"
"Claire Russell","4","0","49","2","2","3","auto","","4","100.0"
"Placide","9","0","30","4","1","3","auto","","10","72.5"
"Alt Cunningham","3","1","30","4","4","4","auto","","3","100.0"
"Yorinobu Arasaka","7","2","50","2","1","3","auto","","1","100.0"
"Skippy","6","1","28","4","0","2","auto","","7","100.0"
"Goro Takemura","9","1","19","3","5","2","auto","","0","61.2"
"Adam Smasher","3","3","27","3","5","4","auto","","10","100.0"
"Jackie Welles","5","0","36","1","1","2","auto","","0","100.0"
"Lizzy Wizzy","10","3","24","3","0","4","auto","","3","100.0"
"Placide","3","3","6","4","3","5","auto","","5","100.0"
"Jackie Welles","1","1","6","4","1","0","auto","","10","48.4"
"Skippy","9","3","1","1","0","3","auto","","2","100.0"
"Jackie Welles","3","1","18","4","0","3","auto","","10","100.0"
"Johnny Silverhand","5","0","10","3","3","1","auto","","5","74.6"
"Panam Palmer","2","3","30","3","1","1","auto","","1","100.0"
"Rogue Amendiares","4","3","45","3","1","4","auto","","10","100.0"
"Lizzy Wizzy","4","1","32","3","2","1","auto","","10","95.7"
"V","2","3","4","4","1","4","auto","","6","100.0"
"Adam Smasher","9","3","29","4","0","5","auto","","7","100.0"
"Judy Alvarez","4","3","22","3","4","1","auto","","4","100.0"
"Saburo Arasaka","3","1","39","3","3","5","auto","","6","100.0"
"River Ward","9","0","25","1","1","2","auto","","0","31.2"
"Kerry Eurodyne","8","2","42","5","5","5","auto","","1","100.0"
"Rogue Amendiares","7","3","48","0","2","0","auto","","8","68.5"
"Panam Palmer","8","2","26","1","2","1","auto","","7","55.1"
"Evelyn Parker","0","3","1","5","5","5","auto","","1","100.0"
"Dum Dum","7","3","21","1","3","0","auto","","6","84.3"
"V","4","0","45","2","5","5","auto","","2","100.0"
"Yorinobu Arasaka","7","3","4","4","5","1","auto","","1","100.0"
"Skippy","7","1","30","1","1","0","auto","","4","42.8"
"Delamain","1","1","18","4","5","3","auto","","1","100.0"
"River Ward","1","0","43","1","3","2","auto","","4","54.5"
"River Ward","3","0","43","1","3","5","auto","","8","100.0"
"Johnny Silverhand","10","0","24","3","0","4","auto","","4","89.8"
"V","0","3","49","1","2","1","auto","","3","100.0"
"Rogue Amendiares","1","0","26","0","2","1","auto","","0","33.7"
"Viktor Vektor","10","0","14","5","1","5","auto","","1","100.0"
"River Ward","0","3","32","2","2","4","auto","","1","100.0"
"Kerry Eurodyne","3","1","34","3","0","1","auto","","6","100.0"
"Rogue Amendiares","1","2","20","0","3","5","auto","","2","100.0"
"Adam Smasher","0","3","13","1","0","5","auto","","7","100.0"
"Dex DeShawn","10","2","2","1","3","2","auto","","1","44.5"
"Delamain","7","0","45","4","1","2","auto","","8","99.6"
"Panam Palmer","9","2","40","5","5","1","auto","","6","66.7"
"Adam Smasher","2","2","42","0","2","0","auto","","7","56.3"
"Delamain","9","3","24","5","5","1","auto","","8","80.0"
"Evelyn Parker","9","0","14","4","0","2","auto","","0","63.4"
"Alt Cunningham","6","1","39","0","1","2","auto","","1","100.0"
"Hanako Arasaka","4","1","9","1","5","0","auto","","6","28.6"
"Alt Cunningham","9","3","47","1","2","2","auto","","5","96.9"
"Kerry Eurodyne","0","3","41","0","1","5","auto","","4","100.0"
"Adam Smasher","5","1","13","0","5","1","auto","","8","50.3"
"Viktor Vektor","3","3","33","1","3","5","auto","","5","100.0"
"V","1","3","4","0","5","1","auto","","3","86.8"
"Rogue Amendiares","2","0","11","4","1","1","auto","","9","62.5"
"Evelyn Parker","1","3","46","2","1","5","auto","","7","100.0"
"Rogue Amendiares","3","3","11","1","2","2","auto","","9","100.0"
"Lizzy Wizzy","7","1","17","0","2","3","auto","","7","100.0"
"Placide","2","3","28","4","4","5","auto","","6","100.0"
"Saburo Arasaka","2","3","1","3","0","2","auto","","6","100.0"
"Delamain","8","1","35","2","3","3","auto","","2","100.0"
"Jackie Welles","7","2","24","4","3","0","auto","","8","82.0"
"Adam Smasher","2","3","12","1","0","0","auto","","2","95.4"
"Evelyn Parker","5","3","25","3","5","2","auto","","6","100.0"
"Placide","7","2","41","0","3","0","auto","","9","38.3"
"Panam Palmer","6","1","12","2","5","2","auto","","6","100.0"
"Evelyn Parker","7","2","44","5","3","3","auto","","0","100.0"
"Dum Dum","3","1","30","2","5","5","auto","","0","100.0"
"Viktor Vektor","0","1","16","3","5","1","auto","","9","47.7"
"Dex DeShawn","3","1","0","0","5","5","auto","","1","100.0"
"Placide","6","0","33","3","1","3","auto","","3","100.0"
"Dex DeShawn","4","3","37","5","3","5","auto","","4","100.0"
"Judy Alvarez","1","2","9","5","1","5","auto","","4","100.0"
"Placide","4","0","10","0","0","0","auto","","7","12.6"
"Skippy","6","3","41","5","3","1","auto","","4","100.0"
"River Ward","5","1","45","1","3","1","auto","","2","95.0"
"Evelyn Parker","1","3","36","1","1","0","auto","","3","91.8"
"Dum Dum","2","1","16","3","5","4","auto","","6","100.0"
"Panam Palmer","10","1","5","0","3","0","auto","","4","0.0"
"Dex DeShawn","1","2","1","1","3","3","auto","","9","100.0"
"Viktor Vektor","1","0","3","0","5","4","auto","","4","100.0"
"Johnny Silverhand","1","1","33","3","4","4","auto","","0","100.0"
"Dex DeShawn","7","3","48","4","3","2","auto","","5","100.0"
"T-Bug","10","2","20","2","5","3","auto","","3","83.0"
"Placide","9","0","22","0","0","3","auto","","5","55.4"
"Skippy","6","1","1","0","4","2","auto","","9","92.5"
"Skippy","3","2","28","5","5","3","auto","","9","100.0"
"Evelyn Parker","6","1","0","2","0","5","auto","","10","100.0"
"T-Bug","0","2","43","1","4","3","auto","","7","100.0"
"Placide","9","0","22","3","5","5","auto","","6","100.0"
"Panam Palmer","6","2","38","5","1","4","auto","","3","100.0"
"Lizzy Wizzy","8","0","8","0","2","5","auto","","7","100.0"
"Claire Russell","7","1","28","3","5","4","auto","","1","100.0"
"Alt Cunningham","3","1","10","5","0","0","auto","","10","82.5"
"Saburo Arasaka","0","1","20","2","1","5","auto","","6","100.0"
"Dex DeShawn","10","3","42","5","1","4","auto","","1","100.0"
"Kerry Eurodyne","7","0","50","1","4","4","auto","","5","100.0"
"Judy Alvarez","10","2","24","5","5","4","auto","","6","100.0"
"Saburo Arasaka","3","1","16","2","0","0","auto","","1","59.0"
"Judy Alvarez","5","1","47","4","2","1","auto","","1","100.0"
"Adam Smasher","6","0","19","4","4","1","auto","","0","91.7"
"Placide","6","2","49","5","1","4","auto","","5","100.0"
"Viktor Vektor","9","1","6","0","4","3","auto","","6","51.6"
"Adam Smasher","2","2","14","5","3","1","auto","","7","100.0"
"Delamain","4","1","47","5","0","4","auto","","10","100.0"
"Adam Smasher","4","0","17","3","5","1","auto","","9","54.3"
"Hanako Arasaka","4","3","3","1","5","1","auto","","5","100.0"
"Dum Dum","3","0","49","3","5","3","auto","","2","100.0"
"Jackie Welles","10","1","1","3","2","3","auto","","8","63.6"
"Viktor Vektor","7","2","48","3","0","4","auto","","6","100.0"
"Dum Dum","4","2","44","5","4","3","auto","","3","100.0"
"Panam Palmer","2","2","48","0","5","2","auto","","9","91.8"
"Yorinobu Arasaka","10","1","36","3","5","3","auto","","2","68.9"
"Jackie Welles","2","1","13","5","5","0","auto","","3","65.6"
"T-Bug","9","0","43","3","3","5","auto","","2","100.0"
"River Ward","0","0","22","1","0","0","auto","","7","2.5"
"Evelyn Parker","10","2","37","1","5","5","auto","","6","100.0"
"Placide","3","0","7","3","3","2","auto","","3","95.2"
"Skippy","9","1","41","5","5","5","auto","","6","100.0"
"Judy Alvarez","7","3","17","5","3","2","auto","","10","100.0"
"V","1","0","5","3","5","5","auto","","1","100.0"
"Evelyn Parker","3","0","37","4","3","2","auto","","9","100.0"
"Skippy","1","1","24","5","5","3","auto","","7","100.0"
"Jackie Welles","9","1","6","0","5","4","auto","","5","81.5"
"River Ward","6","0","25","4","4","3","auto","","8","100.0"
"Judy Alvarez","8","0","48","5","0","1","auto","","3","75.5"
"Delamain","2","0","35","2","0","0","auto","","7","40.1"
"Goro Takemura","9","1","41","0","4","2","auto","","2","38.5"
"Johnny Silverhand","1","0","32","2","4","1","auto","","4","27.0"
"Saburo Arasaka","10","0","15","0","4","2","auto","","4","0.0"
"Viktor Vektor","8","3","8","3","5","2","auto","","9","100.0"
"Evelyn Parker","5","1","44","5","0","1","auto","","1","100.0"
"Johnny Silverhand","3","1","19","1","4","4","auto","","3","100.0"
"Rogue Amendiares","9","2","17","5","4","3","auto","","2","100.0"
"Judy Alvarez","8","2","16","5","1","3","auto","","6","100.0"
"Yorinobu Arasaka","1","2","43","5","1","4","auto","","6","100.0"
"Rogue Amendiares","1","2","40","1","5","2","auto","","10","85.3"
"Lizzy Wizzy","10","1","26","2","3","3","auto","","2","61.2"
"V","9","1","4","0","4","0","auto","","4","0.0"
"Viktor Vektor","8","3","4","5","0","2","auto","","5","100.0"
"Adam Smasher","4","1","14","0","0","3","auto","","4","100.0"
"Alt Cunningham","6","0","50","1","4","5","auto","","1","100.0"
"Jackie Welles","9","3","6","2","5","4","auto","","8","100.0"
"Jackie Welles","8","2","38","0","1","2","auto","","1","100.0"
"Placide","2","2","47","4","4","4","auto","","10","100.0"
"Placide","7","1","16","5","4","5","auto","","0","100.0"
"Goro Takemura","10","1","9","4","5","2","auto","","6","33.7"
"Johnny Silverhand","10","2","45","5","4","3","auto","","3","100.0"
"Skippy","7","1","28","3","4","2","auto","","5","100.0"
"Dex DeShawn","6","1","19","0","2","3","auto","","10","100.0"
"Adam Smasher","1","0","4","0","1","4","auto","","3","100.0"
"Johnny Silverhand","1","2","35","0","3","5","auto","","7","100.0"
"Evelyn Parker","2","3","31","5","5","4","auto","","8","100.0"
"Skippy","1","3","0","1","5","0","auto","","9","52.6"
"Skippy","6","2","15","4","5","4","auto","","10","100.0"
"Johnny Silverhand","9","3","10","4","1","1","auto","","10","99.4"
"Judy Alvarez","5","1","32","0","3","3","auto","","5","100.0"
"Placide","2","2","7","5","1","4","auto","","5","100.0"
"Panam Palmer","4","2","30","2","1","0","auto","","4","96.2"
"Dum Dum","10","3","13","5","4","0","auto","","4","36.2"
"Yorinobu Arasaka","9","3","3","0","4","3","auto","","5","95.3"
"Adam Smasher","4","2","6","2","5","1","auto","","0","98.3"
"Placide","5","0","6","3","1","0","auto","","6","57.3"
"Evelyn Parker","8","1","26","3","0","1","auto","","1","78.4"
"Viktor Vektor","4","1","30","2","2","2","auto","","6","100.0"
"Saburo Arasaka","2","2","6","5","3","1","auto","","7","100.0"
"Goro Takemura","5","3","0","5","1","0","auto","","5","100.0"
"Rogue Amendiares","4","0","8","3","5","2","auto","","6","92.1"
"Johnny Silverhand","2","1","30","2","0","3","auto","","10","100.0"
"Hanako Arasaka","8","3","43","2","3","4","auto","","2","100.0"
"Dum Dum","6","1","7","0","1","1","auto","","1","99.2"
"T-Bug","8","0","49","1","0","5","auto","","10","100.0"
"Adam Smasher","6","0","27","2","2","3","auto","","7","100.0"
